conversation_root_id,customer_tweet_id,customer_text,brand_tweet_id,brand_text,created_at,brand_author_id,candidate_intent,gold_intent,gold_escalation,label_source,label_notes
65846,65846,"@AmazonHelp Nope, I made the order then found out the address was wrong so I cancelled it in less than 5 minuets! I received a bank notification the money was deducted!  Still haven’t got back!",65848,@131060 Was the order confirmed as dispatched before you canceled the order? Which site did you place your order https://t.co/PQPnSFSCPS or? ^NV,Thu Nov 30 09:25:19 +0000 2017,AmazonHelp,cancellation,,,human_required,
77372,77372,"@AmazonHelp Amazon themselves, cancelled the order and ordered a (more expensive) similar item cause it wasn't to be in stock till first week of January after ordering Wednesday last week and it saying it was to be delivered today. Having so many problems with Amazon recently.",77374,@133246 I'm sorry to hear about this! We are here to help. Please reach out to us here: https://t.co/JzP7hlA23B Thanks for reaching out! ^VR,Thu Nov 30 12:28:43 +0000 2017,AmazonHelp,cancellation,,,human_required,
127390,127390,@115851 Amazon Involved in Fake orders and using our hardworking money for at least a week. As I already guaranteed on 21st nov that my order will get cancelled. Today amazon cancelled my order and this is 4th time in last 3 months. Worst customer support. Lost trust in amazon,127388,"@144607 I'm afraid that we haven't received the mail yet. I request you to kindly fill in the details once again through the link provided to you earlier, so that we can work on this right away, without any further delay. ^SC",Fri Nov 24 03:30:34 +0000 2017,AmazonHelp,cancellation,,,human_required,
54364,54364,Right just cancel the order @AmazonHelp December the 5th was not the agreed date it was today! @118373 @128305 3rd time this month it's joke!,54363,"@128304 I'm terribly sorry your package was delayed! We'd like to look into this for you! When your packages are delayed, do you see a trend in the carrier?  ^AR",Thu Nov 30 20:34:59 +0000 2017,AmazonHelp,cancellation,,,human_required,
206193,206193,@115850 Second instance of delivery guy not contacting me at all and pushing delivery conveniently. Had to reorder once/then cancel last,206192,@164817 Sorry for the inconvenience. Please provide your details here: https://t.co/beaaDm0muc we will get your issue resolved. ^GU,Tue Oct 31 12:01:04 +0000 2017,AmazonHelp,cancellation,,,human_required,
224336,224336,@115821 @AmazonHelp Can I cancel a preorder of a digital video game? It has not released yet.,224335,"@168358 Hey, please reach out - https://t.co/hApLpMlfHN we will be happy to help. ^TP",Thu Oct 05 04:51:15 +0000 2017,AmazonHelp,cancellation,,,human_required,
198378,198378,I feel like I’m constantly fighting @115821 these days as to where my orders are. They’re always delayed or missing or lost. Always.,198377,@162636 I'm sorry for the poor experience! Do you have a current order that we could assist you with? We'd like to help! ^TK,Wed Oct 04 20:00:35 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
65719,65719,"@AmazonHelp It does show and let me clarify: I did not accidentally order two of the item. I have the original order I made, and a duplicate order from ten minutes later I had nothing to do with. I ordered via the app, which I won’t be doing again if this is what happens.",65721,"@131038 We wouldn't have the option to place an order on your account Rikki, due to security reasons. Has the return been organised for the unwanted order? ^JC.",Thu Nov 30 09:09:53 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
238640,238640,@AmazonHelp 2/2 today got a text saying it will be late.  Seems poor because your the couriers #vunhappyboy. https://t.co/bi2my27tBN,238639,"@165008 Hi, sorry to hear that. What is the current status of the tracking: https://t.co/aaDyEz1VgE? ^JJ",Wed Oct 04 08:53:55 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
185803,185803,@AmazonHelp Already shared boss #WorstCustomerService #Delay #FalseReasons #NoDelivery https://t.co/n4OLj3I45b,185804,"@159699 I've checked, we haven't received your details. Please share the details and we'll check it out. ^HA",Wed Oct 04 16:27:52 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
232826,232826,@AmazonHelp @115850 its very said to say amazone delivered faulty adopter request to replace but its too late not get yet @11971,232825,"@171422 Also, please don't provide your details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^AS",Thu Oct 05 11:41:55 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
218099,218099,@AmazonHelp I actually got my code late last night. Happy I got it but I should have received it earlier and I got it after putting in a request. Thanks,218100,"@167997 Ok, glad you got the code, thanks. ^KM",Thu Oct 05 10:51:08 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
136139,136139,Been extremely disappointed in @115821 lately! What the hells going on? I rarely contact customer support. I spends tons of money on your website and yet I can’t get a simple price change on an item I bought 10 days ago and it’s $70 cheaper? Wow! I can’t believe it!,136138,"@146675 Sorry to hear you've had a negative experience, Jordan. Can I ask what you were advised when you reached out to us about this?^TI",Fri Nov 24 09:13:37 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
69648,69648,@AmazonHelp We have only been told it may be another day or two. I can't plan my working days around Amazon deliveries. Pretty shocked at how late in the day this notification came through as well.,69647,"@131784 Late parcels typically arrive within 24 hours of their original delivery date. If not received by 22:00 tomorrow, please phone or chat with us here: https://t.co/JzP7hlA23B ^AN",Wed Nov 29 17:18:38 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
286835,286835,@115821 you didn't deliver to my neighbour like you said you would!!!now 3 days late,286833,"@172346 I'm so sorry it's late! Just to clarify, what was advised when you spoke with us yesterday? ^WJ",Fri Oct 06 14:47:45 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
277597,277597,@115850 you are losing your sheen.. Pathetic delivey.. Delayed like anything. @4167 better anyday,277596,"@182309 here: https://t.co/2t6DQoUmNZ, we'll get back to you soon. (2/2)^AP",Fri Oct 06 06:37:04 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
179446,179446,"@AmazonHelp It was out for delivery yesterday, then got delayed, and it's not back out for delivery now. Doesn't add up. There's a lie somewhere. https://t.co/Ru6yVlJPM9",179443,@158269 Sorry to see this. Please get in touch here: https://t.co/JzP7hlA23B and we'll investigate this for you. ^RL,Wed Oct 04 09:42:49 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
64138,64138,"@3710 y'all are incredibly late with delivering my large order. 3 days late, I called today and they said it's still not even out for delivery. Their excuse? It was black Friday, we're busy. You actually suck for using that excuse. @115821 this is on you too.",64136,"@130721 Hello, I am sorry to hear about the delay. Have you been provided a delivery date for your items? ^CR",Thu Nov 30 08:02:31 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
169474,169474,@AmazonHelp hello is shipping being delayed because of the past holiday ?,169473,@155469 Hi! Did you receive an email regarding a delayed package? Have we missed the date given on the confirmation email? ^BA,Fri Nov 24 21:16:09 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
275135,275135,"@AmazonHelp This is what you say '
We’re sorry your parcel is late. If it hasn’t arrived by Thursday, 12 Oct' !!!!!!",275137,@181735 October 12th is the longest time we would ask you to wait but hopefully you receive it before then ^AS,Fri Oct 06 06:43:14 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
235736,235736,"@AmazonHelp Bengali, world's six most spoken lang.
Many bengali books translated to other lang are available. But less Bengali Books. WHY??",235735,"@172146 Thank you for bringing this up. I'll forward this feedback to our concerned team for review, and we shall have more books soon.^SK",Thu Oct 05 13:21:29 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
64182,64182,"@AmazonHelp Three days, and case still unresolved. It doesn't even seem your people ""get"" what the problem is. Escalate the case to tech or whatever to investigate where the missing credits went. Replied to A1OMV7KNFMOJF0 and barely managed to sound patient.",64181,"@130733 Sorry to hear that, were you given a waiting time period? ^AS",Thu Nov 30 07:21:49 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
284803,284803,My @115830 @32383 pre-order for #Homegoing PB (best book of '17 FYI) is delayed 😭so I'll 100% be celebrating #BookshopDay tomorrow,284801,"@183846 I'm so sorry for the delay! Were you provided with a new delivery date? Let us know, Demelza. We're here to help. ^SA",Fri Oct 06 13:47:50 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
139522,139522,@AmazonHelp This is the latest from Hermes. Really needed this parcel on Wednesday https://t.co/d6KC5TKSXz,139523,"@147466 As we are not able to see your account details here on Twitter, I'd ask you to contact us here: https://t.co/JzP7hlA23B so we can look into the possible options for you.^MA",Fri Nov 24 12:57:25 +0000 2017,AmazonHelp,delivery_delay,,,human_required,
180594,180594,@AmazonHelp I have not received any update.. Please update on the email which is already provided to yoy,180596,@158460 Kindly check for the correspondence here: https://t.co/8DAc10S7ww ^AK,Wed Oct 04 12:33:42 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
18904,18904,"Dear @115850  my order #407-7208892-2195534 is suppose to deliver by 31 Oct 2017...
Still not received...",18905,"@120226 Also, as this a social medial platform, please don't provide order details. We consider it personal information.(3/3)^HR",Wed Nov 01 05:54:03 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
39582,39582,"@AmazonHelp The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!",39584,@124653 Is this occurring with a specific carrier? Have you noticed any trends when this occurs? ^CO,Wed Nov 01 15:09:30 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
246427,246427,@115850 #amazonIN @115850 WORST SERVICE BY AMAZON AS THEY NEVER DELIVER PRODUCT ON TIME I ORDERED PRODUCT ON 23/09/2017 BUT DIDN'T GET IT TILL NOW,247469,@158281 We ship the products to meet the estimates. Could you please tell us if we've missed the estimated delivery date? ^HN,Thu Oct 05 15:47:05 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
226319,226319,"@AmazonHelp Yes I tried and she informed me that courier team will contact you, but still I have not received any call! It's been two hours!",226321,@144699 Sorry to know that. Kindly share your details on the link here: https://t.co/GIJyeYqKE0. We'll look into it. ^PS,Thu Oct 05 08:15:09 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
219161,219161,"@AmazonHelp I preordered Star Wars Battlefront 2 on Amazon, but I have not received an early access beta code yet. What is going on?",219160,@168267 Oh no! We'd like to look into this for you. Please reach us directly here: https://t.co/hApLpMlfHN ^AG,Thu Oct 05 02:24:59 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
130348,130348,@AmazonHelp There is such mail from your. Only one mail I have received from your end on 26th asking for feedback. When I have not received your product how can you ask for feedback.. Please call me if possible to sort out this issue. Waiting for your revert,130349,@145395 Could you please confirm if you've received the email from our social media team? ^HS,Mon Nov 27 13:04:53 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
269832,269832,Not sure why same day shipping is even an option when I have never received an item same day @115821,269831,"@180357 We always aim to meet the date provided on your confirmation e-mail. If we've missed this date, we're happy to assist! ^MB",Fri Oct 06 01:23:00 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
276161,276161,@115850 @AmazonHelp I have not received the invite for echo,276160,"@181975 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^GK",Fri Oct 06 06:20:42 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
71897,71897,"@AmazonHelp Yup, i responded as i got the mail. But didn't get any reply. I request to u sir, please see vedio again and concern over that i have opened company seal and there's no cell phone inside. As its sealed its surely missed at ur seller or delivery place.
https://t.co/lOXQyJbNJe",71898,@130666 I understand your concern regarding the missing product. Kindly reply to the latest correspondence from our team and we'll assist you accordingly. ^GD,Thu Nov 30 17:12:27 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
118747,118747,@AmazonHelp There was no way to reply to the email. This is for case 4672816421. We were promised a call back but never received one.,118748,"@142322 Thank you for the extra information. We'd like to make sure your experience is escalated. When you have the time, please send us the order details here: https://t.co/Hj0gJgDAUu ^NN",Thu Nov 23 23:02:19 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
279492,279492,Dear @115850 - can you help with an order placed which accdg to your records says delivered but never was delivered.,279491,@182618 Sorry to know you're having trouble with your order. Kindly connect with us here: https://t.co/R3EfhzgU8B. We'll help! ^PS,Fri Oct 06 07:55:31 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
259366,259366,"@AmazonHelp this is regarding my delivery of last month 18th delivery which I have not received
on mentioned date.",259369,"@169834 Sorry to know about the delay. Could you please confirm, if you've reported this delay with our support team? ^SV",Thu Oct 05 20:50:49 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
137033,137033,@AmazonHelp @115851 @7092 @115851 @7092 I am constantly been made stupid. I have not received even a single mail till now. IS THIS THE REAL FACE OF AMAZON?,137034,"@146133 Our team has responded to over email as a resolution. You may check here: https://t.co/B4ewdi58Ze
Reply to the email for further assistance on it. ^RW",Tue Nov 28 06:31:23 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
280974,280974,@115850 @AmazonHelp placed an order on 29th Aug .delivery date on 18th sept. Not received till date.tried calling but not getting through,280975,@182949 Sorry for the trouble with the delivery of your order. Let us look into it. Please share (1/2)^HR,Fri Oct 06 10:26:29 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
276413,276413,@AmazonHelp Still not received any solution from Amazon. Waiting from last 15days. Is this kind of service you are providing to the customer?,276414,@182038 Apologies for the ordeal. Kindly share your details here: https://t.co/GIJyeYqKE0. We'll look into it. ^PS,Fri Oct 06 07:21:55 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
91503,91503,"@115850 @115851 @4773 __email__,Reg Mob-9717597841.I have placed an order on Amazon.in on 21NOV. Order ID-4__credit_card__.Not received order Still.Estimated Delivery Date of Order was 27Nov &amp;Today is30Nov.I need token of Apology of Rs1000 in AmazonPayBal https://t.co/EarpjMSZBi",91502,"@135838 Please don't share your order and contact details, as we consider it to be personal information. Our Twitter page is public.​(2/2) ^MD",Thu Nov 30 14:43:11 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
243162,243162,@115850 still I have not received my product n I received a mail from there end tha the address is incompletely (1/2),243161,@173741 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB.,Wed Oct 04 14:39:51 +0000 2017,AmazonHelp,missing_delivery,,,human_required,
169491,169491,@AmazonHelp Amazon me piden los ultimos 4 numeros de mi tarjeta en estado de cuenta pueden darme un ejemplo??,169490,@155474 Se refiere a que escribas en el documento del estado de cuenta los últimos 4 dígitos del número que aparece en la parte frontal de tu tarjeta ^AR,Thu Nov 23 04:07:25 +0000 2017,AmazonHelp,order_status,,,human_required,
281711,281711,"@AmazonHelp Yes, I've dropped the details",281713,"@183115 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN",Fri Oct 06 12:32:18 +0000 2017,AmazonHelp,order_status,,,human_required,
147274,147274,"@AmazonHelp Can you help with an Amazon Prints order? Ordered 11/11, shipped 11/14, tracking hasn't updated since 11/15 and last located in my state just a few miles away...",147273,"@149458 Hi. Unfortunately we're unable to view that information through social media. However, if you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this. ^DC",Fri Nov 24 14:30:04 +0000 2017,AmazonHelp,order_status,,,human_required,
180602,180602,@AmazonHelp I have already filled the details.. Don't try to be ignorant.... This is just pathetic... @115851 Sir pls look at the audacity of ur team,180603,@158460 Please share the details again from the link shared above and we will assist accordingly. ^HR,Mon Oct 09 06:44:39 +0000 2017,AmazonHelp,order_status,,,human_required,
179722,179722,@AmazonHelp  hi i preordered star wars battle front II and you sent an email with beta code but its not working,179721,@158322 Sorry to hear this. Please get in touch with EA for assistance with this issue. ^RL,Wed Oct 04 11:46:46 +0000 2017,AmazonHelp,order_status,,,human_required,
128794,128794,"@115850 
Where can we get announcement details of the #AppQuiz conducted by #Amazon ? 
Previous #AppQuiz details also.",128792,@144972 Could you let us know if there is any specific contest you're referring to? ^GK,Fri Nov 24 04:07:56 +0000 2017,AmazonHelp,order_status,,,human_required,
277077,277077,@AmazonHelp Really you r not interested then attend above issue. Details already posted above what else u need,277074,"@182213 I get the concern, Vinod. Could you confirm if you've shared the details as requested earlier? ^MS",Sat Oct 14 13:43:40 +0000 2017,AmazonHelp,order_status,,,human_required,
101739,101739,"Love when I order something on @115821 and it says 'Guaranteed Delivery Thursday Nov 30' but then I check today and I get 'Arriving Nov 30 - Dec 1'.
Tracking says it's in Illinois right now. ☹️☹️☹️ I guess I can wait one more day...",101737,@138285 Hi I am sorry to hear that! Did you receive an email from us explaining why there was a delay? ^HS,Thu Nov 30 17:32:11 +0000 2017,AmazonHelp,order_status,,,human_required,
253995,253995,"@AmazonHelp My shipping status is not updating, the last update was 2 days ago, the order is still in Italy but the delivery day is tomorrow",253994,@176375 do you place the order on amazon.it or on another amazon site? ^MZ,Thu Oct 05 17:48:04 +0000 2017,AmazonHelp,order_status,,,human_required,
145712,145712,@AmazonHelp Sir u still want that I have to report it seperately it is u r fault n you have to report......wherever u want.....bt I want what I have ordered by yesterday as I have to attend an occasion n ordered for specific purpose....kindly solve the issue as early as possible,145710,@149052 I get you haven't received the product yet. Kindly fill in your detail using the link provided earlier so that we can resolve the issue at the earliest. Twitter is a social media platform we do not have access to your account. ^MN,Fri Nov 24 13:51:30 +0000 2017,AmazonHelp,order_status,,,human_required,
283131,283131,@AmazonHelp This is the order details https://t.co/WNsU6YrhaF,283133,@183455 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,Fri Oct 06 14:44:38 +0000 2017,AmazonHelp,order_status,,,human_required,
95295,95295,"@AmazonHelp I sent the message and apparently they ""need to ask the carrier and the deliveryman where your order is."". Really? If the deliveries are done as expected nobody should have to ask the carrier and deliveryman where the delivery is.",95341,@136723 I am really sorry that I cannot tell you more. My colleagues looked into your case and can give the best answer concerning your problem. I hope you will get your delivery very soon! ^AW,Thu Nov 30 16:03:51 +0000 2017,AmazonHelp,order_status,,,human_required,
281696,281696,@AmazonHelp It's China post and the tracking number dosen't seem to work. This is it here  LM618301342CN,281697,@161562 Have you been in touch with the seller regarding the shipping details? ^BM,Wed Oct 18 11:37:18 +0000 2017,AmazonHelp,order_status,,,human_required,
48911,48911,"@AmazonHelp Today was the following business day! And I set my work address as delivery - normal i think for signed delivery, and 20:00 eta 2 days in a row, hours of my time lost waiting in office for nothing :( DHL on site says '2nd delivery will be attempted' despite it now being 3rd!",48910,@126911 I'm sorry for the wait! We'd like to look at available options with you. Please reach us by phone here: https://t.co/JzP7hlA23B ^JM,Wed Nov 22 21:47:41 +0000 2017,AmazonHelp,order_status,,,human_required,
286845,286845,@AmazonHelp Your Amazon.in order #6954724 has been delivered. Wondering where is the order has been delivered to. Check where is it?,286844,"@184344 I'm sorry about the situation. We'd like to check this, kindly connect with us here: https://t.co/vlvfJr4nN9? ^RB",Fri Oct 06 14:24:16 +0000 2017,AmazonHelp,order_status,,,human_required,
238898,238898,"@AmazonHelp Sorry, but none of you give a fuck at all. Now some other robot sitting in a sea of robots will post a generic response and tell me to provide details on a link, which I have done 4 million times. What a ridiculous service for a big company!",238899,@147145 Kindly check and respond to the email for further assistance. [2/2] ^NS,Mon Oct 09 06:45:34 +0000 2017,AmazonHelp,order_status,,,human_required,
